Index,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,Company
2008,USD,723125.0,2008-08-31,2008-08-30 20:00:00,2008,FY,1243000000.0,119000000.0,1362000000.0,1032000000.0,1291000000.0,94000000.0,3779000000.0,8811000000.0,58000000.0,364000000.0,422000000.0,0,0.0,418000000.0,9651000000.0,0.0,13430000000.0,597000000.0,275000000.0,0,114000000,612000000.0,1598000000.0,2451000000.0,0,0.0,338000000.0,2789000000.0,0.0,0,4387000000.0,0,76000000.0,-456000000.0,-8000000.0,6566000000.0,6178000000.0,6178000000.0,10565000000.0,0,10565000000.0,0,2726000000.0,1483000000.0,,,MU
2007,USD,723125.0,2007-08-31,2007-08-30 20:00:00,2007,FY,2192000000.0,424000000.0,2616000000.0,994000000.0,1532000000.0,92000000.0,5234000000.0,8279000000.0,515000000.0,401000000.0,916000000.0,0,65000000.0,324000000.0,9584000000.0,0.0,14818000000.0,856000000.0,423000000.0,0,169000000,578000000.0,2026000000.0,1987000000.0,0,25000000.0,421000000.0,2433000000.0,0.0,0,4459000000.0,0,76000000.0,1164000000.0,-7000000.0,6519000000.0,7752000000.0,7752000000.0,12211000000.0,0,12211000000.0,0,2410000000.0,218000000.0,,,MU
2006,USD,723125.0,2006-11-08,2006-11-07 19:56:42,2006,FY,1431000000.0,1648000000.0,3079000000.0,956000000.0,963000000.0,103000000.0,5101000000.0,5888000000.0,502000000.0,388000000.0,890000000.0,0,49000000.0,293000000.0,7120000000.0,0.0,12221000000.0,854000000.0,166000000.0,0,53000000,588000000.0,1661000000.0,405000000.0,0,28000000.0,445000000.0,878000000.0,0.0,0,2539000000.0,0,75000000.0,1486000000.0,-2000000.0,6555000000.0,8114000000.0,8114000000.0,10653000000.0,0,10653000000.0,0,571000000.0,-860000000.0,https://www.sec.gov/Archives/edgar/data/723125/000110465906072331/0001104659-06-072331-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000110465906072331/a06-20825_210k.htm,MU
2005,USD,723125.0,2005-11-04,2005-11-04 16:21:55,2005,FY,524500000.0,765900000.0,1290400000.0,794400000.0,771500000.0,69300000.0,2925600000.0,4683800000.0,0.0,260200000.0,260200000.0,0,29900000.0,106900000.0,5080800000.0,0.0,8006400000.0,752500000.0,147000000.0,0,30300000,48800000.0,978600000.0,1020200000.0,0,35200000.0,125600000.0,1181000000.0,0.0,0,2159600000.0,0,61600000.0,1078100000.0,-300000.0,4707400000.0,5846800000.0,5846800000.0,8006400000.0,0,8006400000.0,0,1167200000.0,642700000.0,https://www.sec.gov/Archives/edgar/data/723125/000110465905052716/0001104659-05-052716-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000110465905052716/a05-19263_110k.htm,MU
2004,USD,723125.0,2004-10-15,2004-10-15 15:19:05,2004,FY,486100000.0,744900000.0,1231000000.0,773700000.0,578100000.0,55900000.0,2638700000.0,4712700000.0,0.0,276200000.0,276200000.0,0,41400000.0,91000000.0,5121300000.0,0.0,7760000000.0,796200000.0,70600000.0,0,35200000,70100000.0,972100000.0,1027900000.0,0,42000000.0,103200000.0,1173100000.0,0.0,0,2145200000.0,0,61200000.0,890100000.0,-400000.0,4663900000.0,5614800000.0,5614800000.0,7760000000.0,0,7760000000.0,0,1098500000.0,612400000.0,https://www.sec.gov/Archives/edgar/data/723125/000110465904030617/0001104659-04-030617-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000110465904030617/a04-11602_110k.htm,MU
2003,USD,723125.0,2003-10-15,2003-10-15 17:05:43,2003,FY,570300000.0,351500000.0,921800000.0,642500000.0,417400000.0,55300000.0,2037000000.0,4510500000.0,0.0,289600000.0,289600000.0,0,83700000.0,237400000.0,5121200000.0,0.0,7158200000.0,714700000.0,88900000.0,0,22700000,166700000.0,993000000.0,997100000.0,0,41300000.0,155800000.0,1194200000.0,0.0,0,2187200000.0,0,60800000.0,733800000.0,100000.0,4176300000.0,4971000000.0,4971000000.0,7158200000.0,0,7158200000.0,0,1086000000.0,515700000.0,https://www.sec.gov/Archives/edgar/data/723125/000104746903033422/0001047469-03-033422-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000104746903033422/a2120427z10-k.htm,MU
2002,USD,723125.0,2002-10-15,2002-10-15 16:18:29,2002,FY,398000000.0,588000000.0,986000000.0,538000000.0,545000000.0,50000000.0,2119000000.0,4700000000.0,0.0,317000000.0,317000000.0,0,0.0,419000000.0,5436000000.0,0.0,7555000000.0,554000000.0,0.0,0,14000000,185000000.0,753000000.0,361000000.0,0,0.0,75000000.0,436000000.0,0.0,0,1189000000.0,0,121000000.0,2016000000.0,2000000.0,4228000000.0,6367000000.0,6367000000.0,7556000000.0,0,7556000000.0,588000000,454000000.0,56000000.0,https://www.sec.gov/Archives/edgar/data/723125/000091205702038669/0000912057-02-038669-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000091205702038669/a2091284z10-k.htm,MU
2001,USD,723125.0,2001-10-15,2001-10-15 00:00:00,2001,FY,469000000.0,1209000000.0,1678000000.0,792000000.0,491000000.0,177000000.0,3138000000.0,4704000000.0,0.0,198000000.0,198000000.0,0,19000000.0,304000000.0,5225000000.0,0.0,8363000000.0,512000000.0,0.0,0,159000000,16000000.0,687000000.0,445000000.0,0,0.0,96000000.0,541000000.0,0.0,0,1228000000.0,0,60000000.0,2925000000.0,-6000000.0,4156000000.0,7135000000.0,7135000000.0,8363000000.0,0,8363000000.0,1209000000,531000000.0,62000000.0,https://www.sec.gov/Archives/edgar/data/723125/000091205701535432/0000912057-01-535432-index.htm,https://www.sec.gov/Archives/edgar/data/723125/000091205701535432/a2060999z10-k.htm,MU
2000,USD,723125.0,2000-10-18,2000-10-18 00:00:00,2000,FY,701700000.0,1764700000.0,2466400000.0,1573700000.0,704800000.0,159500000.0,4904400000.0,4257600000.0,0.0,213000000.0,213000000.0,0,0.0,256500000.0,4727100000.0,0.0,9631500000.0,1465800000.0,47900000.0,0,87900000,45900000.0,1647500000.0,933700000.0,0,333500000.0,85500000.0,1352700000.0,0.0,0,3000200000.0,0,56700000.0,3549600000.0,-2828500000.0,5654200000.0,6432000000.0,6432000000.0,9432200000.0,0,9432200000.0,0,981600000.0,279900000.0,https://www.sec.gov/Archives/edgar/data/723125/000091205700045119/0000912057-00-045119-index.html,https://www.sec.gov/Archives/edgar/data/723125/000091205700045119/a2027772z10-k.txt,MU
1999,USD,723125.0,1999-09-02,1999-09-01 20:00:00,1999,FY,295000000.0,1319000000.0,1614000000.0,693000000.0,366000000.0,157000000.0,2830000000.0,3800000000.0,0.0,213000000.0,213000000.0,0,309000000.0,-187000000.0,4135000000.0,0.0,6965000000.0,0.0,0.0,0,0,922000000.0,922000000.0,1528000000.0,0,0.0,551000000.0,2079000000.0,0.0,0,3001000000.0,0,27000000.0,2045000000.0,-2000000.0,1894000000.0,3964000000.0,3964000000.0,6965000000.0,0,6965000000.0,1319000000,1639000000.0,1344000000.0,,,MU
1998,USD,723125.0,1998-11-02,1998-11-02 00:00:00,1998,FY,559000000.0,91000000.0,650000000.0,490000000.0,291000000.0,68000000.0,1499000000.0,3031000000.0,0.0,85000000.0,85000000.0,0,284000000.0,-211000000.0,3189000000.0,0.0,4688000000.0,0.0,10000000.0,0,0,730000000.0,740000000.0,757000000.0,0,0.0,498000000.0,1255000000.0,0.0,0,1995000000.0,0,21000000.0,2145000000.0,-1642000000.0,2169000000.0,2693000000.0,2693000000.0,4688000000.0,0,4688000000.0,91000000,767000000.0,208000000.0,https://www.sec.gov/Archives/edgar/data/723125/000101287098002758/0001012870-98-002758-index.html,https://www.sec.gov/Archives/edgar/data/723125/0001012870-98-002758.txt,MU
1997,USD,723125.0,1997-08-28,1997-08-27 20:00:00,1997,FY,620000000.0,368000000.0,988000000.0,459000000.0,454000000.0,71000000.0,1972000000.0,2761000000.0,0.0,51000000.0,51000000.0,0,240000000.0,-173000000.0,2879000000.0,0.0,4851000000.0,0.0,11000000.0,0,0,739000000.0,750000000.0,762000000.0,0,0.0,456000000.0,1218000000.0,0.0,0,1968000000.0,0,21000000.0,2378000000.0,-1190000000.0,1674000000.0,2883000000.0,2883000000.0,4851000000.0,0,4851000000.0,368000000,773000000.0,153000000.0,,,MU
1996,USD,723125.0,1996-10-04,1996-10-04 00:00:00,1996,FY,276000000.0,11000000.0,287000000.0,347000000.0,251000000.0,79000000.0,964000000.0,2708000000.0,0.0,43000000.0,43000000.0,0,157000000.0,-120000000.0,2788000000.0,0.0,3752000000.0,0.0,90000000.0,0,0,575000000.0,665000000.0,315000000.0,0,0.0,270000000.0,585000000.0,0.0,0,1250000000.0,0,21000000.0,2046000000.0,-831000000.0,1266000000.0,2502000000.0,2502000000.0,3752000000.0,0,3752000000.0,11000000,405000000.0,129000000.0,https://www.sec.gov/Archives/edgar/data/723125/000095010996006513/0000950109-96-006513-index.html,https://www.sec.gov/Archives/edgar/data/723125/0000950109-96-006513.txt,MU
1995,USD,723125.0,1995-10-10,1995-10-10 00:00:00,1995,FY,128100000.0,427700000.0,555800000.0,455400000.0,204800000.0,58100000.0,1274100000.0,1385600000.0,0.0,41600000.0,41600000.0,0,0.0,73600000.0,1500800000.0,0.0,2774900000.0,502300000.0,26500000.0,0,16400000,59600000.0,604800000.0,129400000.0,0,93300000.0,51200000.0,273900000.0,0.0,0,878700000.0,0,20600000.0,1484100000.0,-638400000.0,1029900000.0,1896200000.0,1896200000.0,2774900000.0,0,2774900000.0,0,155900000.0,27800000.0,https://www.sec.gov/Archives/edgar/data/723125/000072312595000016/0000723125-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/723125/0000723125-95-000016.txt,MU
1994,USD,723125.0,1994-09-23,1994-09-23 00:00:00,1994,FY,78000000.0,355000000.0,433000000.0,236000000.0,101000000.0,23000000.0,793000000.0,664000000.0,0.0,48000000.0,48000000.0,0,54000000.0,-29000000.0,737000000.0,0.0,1530000000.0,0.0,0.0,0,0,274000000.0,274000000.0,125000000.0,0,0.0,81000000.0,206000000.0,0.0,0,480000000.0,0,10000000.0,671000000.0,-499000000.0,867000000.0,1049000000.0,1049000000.0,1529000000.0,0,1529000000.0,355000000,155000000.0,77000000.0,https://www.sec.gov/Archives/edgar/data/723125/000072312594000020/0000723125-94-000020-index.html,https://www.sec.gov/Archives/edgar/data/723125/0000723125-94-000020.txt,MU
2022,USD,1413447.0,2023-03-01,2023-03-01 16:07:30,2022,FY,3845000000.0,0.0,3845000000.0,960000000.0,1782000000.0,348000000.0,6935000000.0,3105000000.0,9943000000.0,1311000000.0,11254000000.0,0,0.0,1942000000.0,16301000000.0,0.0,23236000000.0,1617000000.0,0.0,0,0,1653000000.0,3270000000.0,11165000000.0,0,45000000.0,1016000000.0,12226000000.0,0.0,0,15496000000.0,0,0.0,-1769000000.0,76000000.0,9218000000.0,7449000000.0,7449000000.0,22945000000.0,0,22945000000.0,0,11165000000.0,7320000000.0,https://www.sec.gov/Archives/edgar/data/1413447/000141344723000006/0001413447-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1413447/000141344723000006/nxpi-20221231.htm,NXPI
2021,USD,1413447.0,2021-12-31,2021-12-30 19:00:00,2021,FY,2830000000.0,0.0,2830000000.0,923000000.0,1189000000.0,286000000.0,5228000000.0,2635000000.0,9961000000.0,1694000000.0,11655000000.0,0,0.0,1346000000.0,15636000000.0,0.0,20864000000.0,1252000000.0,0.0,82000000,0,1118000000.0,2452000000.0,10572000000.0,0,57000000.0,1013000000.0,11642000000.0,0.0,0,14094000000.0,0,56000000.0,-5371000000.0,48000000.0,11795000000.0,6528000000.0,6528000000.0,20622000000.0,0,20622000000.0,0,10572000000.0,7742000000.0,,,NXPI
2020,USD,1413447.0,2021-02-25,2021-02-25 06:28:54,2020,FY,2275000000.0,0.0,2275000000.0,765000000.0,1030000000.0,254000000.0,4324000000.0,2284000000.0,9984000000.0,2242000000.0,12226000000.0,0,0.0,1013000000.0,15523000000.0,0.0,19847000000.0,991000000.0,0.0,0,0,1026000000.0,2017000000.0,7609000000.0,0,85000000.0,985000000.0,8679000000.0,0.0,0,10696000000.0,0,59000000.0,-4328000000.0,117000000.0,13096000000.0,8944000000.0,8944000000.0,19640000000.0,0,19640000000.0,0,7609000000.0,5334000000.0,https://www.sec.gov/Archives/edgar/data/1413447/000141344721000011/0001413447-21-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1413447/000141344721000011/nxpi-20201231.htm,NXPI
2019,USD,1413447.0,2020-02-27,2020-02-27 16:38:01,2019,FY,1045000000.0,0.0,1045000000.0,667000000.0,1192000000.0,363000000.0,3267000000.0,2448000000.0,9949000000.0,3620000000.0,13569000000.0,0,0.0,732000000.0,16749000000.0,0.0,20016000000.0,944000000.0,0.0,0,0,847000000.0,1791000000.0,7365000000.0,0,282000000.0,923000000.0,8570000000.0,0.0,0,10361000000.0,0,64000000.0,-2845000000.0,75000000.0,12147000000.0,9441000000.0,9441000000.0,19802000000.0,0,19802000000.0,0,7365000000.0,6320000000.0,https://www.sec.gov/Archives/edgar/data/1413447/000141344720000009/0001413447-20-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1413447/000141344720000009/nxp10-k.htm,NXPI
2018,USD,1413447.0,2018-12-31,2018-12-30 19:00:00,2018,FY,2789000000.0,0.0,2789000000.0,792000000.0,1279000000.0,365000000.0,5225000000.0,2436000000.0,8857000000.0,4467000000.0,13324000000.0,0,0.0,545000000.0,16305000000.0,0.0,21530000000.0,999000000.0,1107000000.0,0,0,1279000000.0,3385000000.0,6247000000.0,0,450000000.0,758000000.0,7455000000.0,0.0,0,10840000000.0,0,67000000.0,-1907000000.0,123000000.0,12222000000.0,10505000000.0,10505000000.0,21345000000.0,0,21345000000.0,0,7354000000.0,4565000000.0,,,NXPI
2017,USD,1413447.0,2017-12-31,2017-12-30 19:00:00,2017,FY,3547000000.0,0.0,3547000000.0,879000000.0,1236000000.0,382000000.0,6044000000.0,2295000000.0,8866000000.0,5863000000.0,14729000000.0,0,0.0,981000000.0,18005000000.0,0.0,24049000000.0,1146000000.0,751000000.0,0,0,821000000.0,2718000000.0,5814000000.0,0,701000000.0,1100000000.0,7615000000.0,0.0,0,10333000000.0,0,71000000.0,-2339000000.0,177000000.0,15618000000.0,13527000000.0,13527000000.0,23860000000.0,0,23860000000.0,0,6565000000.0,3018000000.0,,,NXPI
2016,USD,1413447.0,2016-12-31,2016-12-30 19:00:00,2016,FY,1894000000.0,0.0,1894000000.0,1033000000.0,1113000000.0,1358000000.0,5398000000.0,2352000000.0,8843000000.0,7343000000.0,16186000000.0,0,0.0,962000000.0,19500000000.0,0.0,24898000000.0,973000000.0,421000000.0,0,0,1039000000.0,2433000000.0,8766000000.0,0,1659000000.0,884000000.0,11309000000.0,0.0,0,13742000000.0,0,71000000.0,-3934000000.0,34000000.0,14764000000.0,10935000000.0,10935000000.0,24677000000.0,0,24677000000.0,0,9187000000.0,7293000000.0,,,NXPI
2015,USD,1413447.0,2015-12-31,2015-12-30 19:00:00,2015,FY,1614000000.0,0.0,1614000000.0,1130000000.0,1879000000.0,189000000.0,4812000000.0,2922000000.0,9228000000.0,8790000000.0,18018000000.0,0,0.0,602000000.0,21542000000.0,0.0,26354000000.0,1014000000.0,556000000.0,0,0,978000000.0,2548000000.0,8656000000.0,0,2293000000.0,1054000000.0,12003000000.0,0.0,0,14551000000.0,0,68000000.0,-3542000000.0,181000000.0,14808000000.0,11515000000.0,11515000000.0,26066000000.0,0,26066000000.0,0,9212000000.0,7598000000.0,,,NXPI
2014,USD,1413447.0,2014-12-31,2014-12-30 19:00:00,2014,FY,1185000000.0,0.0,1185000000.0,593000000.0,755000000.0,107000000.0,2640000000.0,1123000000.0,2121000000.0,573000000.0,2694000000.0,71000000,0.0,365000000.0,4253000000.0,0.0,6893000000.0,729000000.0,20000000.0,0,0,571000000.0,1320000000.0,3979000000.0,0,0.0,793000000.0,4772000000.0,0.0,0,6092000000.0,0,51000000.0,-4804000000.0,210000000.0,5081000000.0,538000000.0,538000000.0,6630000000.0,0,6630000000.0,0,3999000000.0,2814000000.0,,,NXPI
2013,USD,1413447.0,2013-12-31,2013-12-30 19:00:00,2013,FY,670000000.0,0.0,670000000.0,542000000.0,740000000.0,140000000.0,2092000000.0,1048000000.0,2358000000.0,755000000.0,3113000000.0,52000000,0.0,144000000.0,4357000000.0,0.0,6449000000.0,544000000.0,40000000.0,0,0,609000000.0,1193000000.0,3281000000.0,0,0.0,429000000.0,3710000000.0,0.0,0,4903000000.0,0,51000000.0,-5105000000.0,347000000.0,6008000000.0,1301000000.0,1301000000.0,6204000000.0,0,6204000000.0,0,3321000000.0,2651000000.0,,,NXPI
2012,USD,1413447.0,2012-12-31,2012-12-30 19:00:00,2012,FY,617000000.0,0.0,617000000.0,510000000.0,715000000.0,112000000.0,1954000000.0,1070000000.0,2277000000.0,965000000.0,3242000000.0,45000000,0.0,128000000.0,4485000000.0,0.0,6439000000.0,562000000.0,307000000.0,29000000,0,598000000.0,1496000000.0,3185000000.0,0,0.0,474000000.0,3659000000.0,0.0,0,5155000000.0,0,51000000.0,-5334000000.0,300000000.0,6032000000.0,1049000000.0,1049000000.0,6204000000.0,0,6204000000.0,0,3492000000.0,2875000000.0,,,NXPI
2011,USD,1413447.0,2011-12-31,2011-12-30 19:00:00,2011,FY,743000000.0,0.0,743000000.0,479000000.0,618000000.0,126000000.0,1966000000.0,1063000000.0,2231000000.0,1171000000.0,3402000000.0,37000000,0.0,144000000.0,4646000000.0,0.0,6612000000.0,455000000.0,52000000.0,36000000,0,506000000.0,1049000000.0,3747000000.0,0,0.0,459000000.0,4206000000.0,0.0,0,5255000000.0,0,51000000.0,-5219000000.0,323000000.0,5990000000.0,1145000000.0,1145000000.0,6400000000.0,0,6400000000.0,0,3799000000.0,3056000000.0,,,NXPI
2010,USD,1413447.0,2010-12-31,2010-12-30 19:00:00,2010,FY,898000000.0,0.0,898000000.0,438000000.0,513000000.0,287000000.0,2136000000.0,1164000000.0,2299000000.0,1486000000.0,3785000000.0,132000000,0.0,420000000.0,5501000000.0,0.0,7637000000.0,593000000.0,423000000.0,0,0,732000000.0,1748000000.0,4128000000.0,0,0.0,542000000.0,4670000000.0,0.0,0,6418000000.0,0,51000000.0,-5609000000.0,538000000.0,6006000000.0,986000000.0,986000000.0,7404000000.0,0,7404000000.0,0,4551000000.0,3653000000.0,,,NXPI
2009,USD,1413447.0,2009-12-31,2009-12-30 19:00:00,2009,FY,1041000000.0,144000000.0,1185000000.0,514000000.0,542000000.0,272000000.0,2513000000.0,1361000000.0,2621000000.0,2006000000.0,4627000000.0,43000000,0.0,129000000.0,6160000000.0,0.0,8673000000.0,582000000.0,610000000.0,0,0,1061000000.0,2253000000.0,4673000000.0,0,0.0,619000000.0,5292000000.0,0.0,0,7545000000.0,0,42000000.0,-5219000000.0,552000000.0,5555000000.0,930000000.0,930000000.0,8475000000.0,0,8475000000.0,187000000,5283000000.0,4242000000.0,,,NXPI
2008,USD,1413447.0,2008-12-31,2008-12-30 19:00:00,2008,FY,1796000000.0,33000000.0,1829000000.0,492000000.0,630000000.0,200000000.0,3151000000.0,1807000000.0,2661000000.0,2384000000.0,5045000000.0,158000000,0.0,166000000.0,7176000000.0,0.0,10327000000.0,619000000.0,403000000.0,0,0,1177000000.0,2199000000.0,5964000000.0,0,0.0,876000000.0,6840000000.0,0.0,0,9039000000.0,0,42000000.0,-5044000000.0,550000000.0,5527000000.0,1075000000.0,1075000000.0,10114000000.0,0,10114000000.0,191000000,6367000000.0,4571000000.0,,,NXPI
2022,USD,932787.0,2022-12-31,2022-12-30 19:00:00,2022,FY,3258000000.0,1260000000.0,4518000000.0,1970000000.0,2583000000.0,734000000.0,9805000000.0,8201000000.0,297000000.0,405000000.0,702000000.0,11000000,602000000.0,661000000.0,10177000000.0,0.0,19982000000.0,2122000000.0,175000000.0,95000000,0,1445000000.0,3837000000.0,2542000000.0,0,60000000.0,785000000.0,3387000000.0,0.0,0,7224000000.0,0,1157000000.0,8713000000.0,460000000.0,0.0,12693000000.0,12693000000.0,19917000000.0,0,19917000000.0,1271000000,2717000000.0,-541000000.0,,,STM
2021,USD,932787.0,2021-12-31,2021-12-30 19:00:00,2021,FY,3225000000.0,291000000.0,3516000000.0,2183000000.0,1972000000.0,157000000.0,7828000000.0,5660000000.0,313000000.0,438000000.0,751000000.0,39000000,652000000.0,610000000.0,7712000000.0,0.0,15540000000.0,1582000000.0,198000000.0,126000000,0,1043000000.0,2949000000.0,2544000000.0,0,64000000.0,710000000.0,3318000000.0,0.0,203000000,6267000000.0,0,1157000000.0,5223000000.0,496000000.0,2333000000.0,9209000000.0,9209000000.0,15476000000.0,0,15476000000.0,330000000,2742000000.0,-483000000.0,,,STM
2020,USD,932787.0,2020-12-31,2020-12-30 19:00:00,2020,FY,3006000000.0,714000000.0,3720000000.0,1834000000.0,1841000000.0,215000000.0,7610000000.0,4596000000.0,330000000.0,445000000.0,775000000.0,35000000,739000000.0,699000000.0,6844000000.0,0.0,14454000000.0,1166000000.0,795000000.0,0,0,1092000000.0,3053000000.0,1826000000.0,0,75000000.0,994000000.0,2895000000.0,0.0,196000000,5948000000.0,0,1157000000.0,3599000000.0,723000000.0,2969000000.0,8448000000.0,8448000000.0,14396000000.0,0,14396000000.0,749000000,2621000000.0,-385000000.0,,,STM
2019,USD,932787.0,2020-02-26,2020-02-25 19:00:00,2019,FY,2597000000.0,133000000.0,2730000000.0,1380000000.0,1691000000.0,456000000.0,6257000000.0,4007000000.0,162000000.0,299000000.0,461000000.0,34000000,0.0,99000000.0,4601000000.0,0.0,10858000000.0,950000000.0,173000000.0,0,0,941000000.0,2064000000.0,173000000.0,0,695000000.0,330000000.0,1198000000.0,1495000000.0,55000000,4757000000.0,0,1157000000.0,2747000000.0,475000000.0,2664000000.0,7043000000.0,7043000000.0,11800000000.0,0,11800000000.0,167000000,346000000.0,-2251000000.0,https://www.sec.gov/Archives/edgar/data/932787/000156459020006795/0001564590-20-006795-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000156459020006795/stm-20f_20191231.htm,STM
2018,USD,932787.0,2019-02-28,2019-02-27 19:00:00,2018,FY,2266000000.0,330000000.0,2596000000.0,1277000000.0,1562000000.0,419000000.0,5854000000.0,3495000000.0,121000000.0,212000000.0,333000000.0,80000000,0.0,250000000.0,4158000000.0,0.0,10012000000.0,981000000.0,146000000.0,0,0,993000000.0,2120000000.0,146000000.0,0,672000000.0,160000000.0,978000000.0,1345000000.0,0,4443000000.0,0,1157000000.0,1991000000.0,509000000.0,2702000000.0,6359000000.0,6359000000.0,10802000000.0,0,10802000000.0,410000000,292000000.0,-1974000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312519057507/0001193125-19-057507-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312519057507/d662382d20f.htm,STM
2017,USD,932787.0,2018-03-01,2018-02-28 19:00:00,2017,FY,1759000000.0,431000000.0,2190000000.0,1149000000.0,1335000000.0,425000000.0,5099000000.0,3094000000.0,123000000.0,209000000.0,332000000.0,77000000,0.0,354000000.0,3857000000.0,0.0,8956000000.0,893000000.0,118000000.0,0,0,0.0,1011000000.0,118000000.0,0,624000000.0,215000000.0,957000000.0,2246000000.0,0,4214000000.0,0,1157000000.0,973000000.0,688000000.0,2586000000.0,5404000000.0,5404000000.0,9618000000.0,0,9618000000.0,508000000,236000000.0,-1523000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312518067609/0001193125-18-067609-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312518067609/d494788d20f.htm,STM
2016,USD,932787.0,2017-03-03,2017-03-02 19:00:00,2016,FY,1629000000.0,335000000.0,1964000000.0,939000000.0,1173000000.0,406000000.0,4482000000.0,2287000000.0,116000000.0,195000000.0,311000000.0,76000000,0.0,259000000.0,2933000000.0,0.0,7415000000.0,620000000.0,117000000.0,0,0,851000000.0,1588000000.0,117000000.0,0,437000000.0,134000000.0,688000000.0,1136000000.0,0,3412000000.0,0,1157000000.0,431000000.0,371000000.0,2576000000.0,4535000000.0,4535000000.0,7947000000.0,0,7947000000.0,411000000,234000000.0,-1395000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312517069977/0001193125-17-069977-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312517069977/d261475d20f.htm,STM
2015,USD,932787.0,2016-03-16,2016-03-15 20:00:00,2015,FY,1771000000.0,335000000.0,2106000000.0,820000000.0,1251000000.0,503000000.0,4680000000.0,2321000000.0,76000000.0,166000000.0,242000000.0,76000000,0.0,259000000.0,2898000000.0,0.0,7578000000.0,525000000.0,191000000.0,0,0,844000000.0,1560000000.0,191000000.0,0,436000000.0,158000000.0,785000000.0,1157000000.0,0,3502000000.0,0,1157000000.0,525000000.0,460000000.0,2490000000.0,4632000000.0,4632000000.0,8134000000.0,0,8134000000.0,411000000,382000000.0,-1389000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312516506926/0001193125-16-506926-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312516506926/d226481d20f.htm,STM
2014,USD,932787.0,2015-03-03,2015-03-02 19:00:00,2014,FY,0.0,334000000.0,334000000.0,911000000.0,1269000000.0,2537000000.0,5051000000.0,2647000000.0,82000000.0,193000000.0,275000000.0,88000000,0.0,246000000.0,3256000000.0,0.0,8307000000.0,597000000.0,202000000.0,0,0,967000000.0,1766000000.0,202000000.0,0,386000000.0,182000000.0,770000000.0,1417000000.0,0,3953000000.0,0,1157000000.0,817000000.0,613000000.0,2407000000.0,4994000000.0,4994000000.0,8947000000.0,0,8947000000.0,422000000,404000000.0,404000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312515074967/0001193125-15-074967-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312515074967/d835169d20f.htm,STM
2013,USD,932787.0,2014-03-05,2014-03-04 19:00:00,2013,FY,1836000000.0,57000000.0,1893000000.0,1049000000.0,1336000000.0,529000000.0,4807000000.0,3156000000.0,90000000.0,217000000.0,307000000.0,95000000,0.0,-38000000.0,3520000000.0,0.0,8327000000.0,694000000.0,225000000.0,0,0,1074000000.0,1993000000.0,225000000.0,0,227000000.0,158000000.0,610000000.0,853000000.0,0,3456000000.0,0,1156000000.0,1076000000.0,1042000000.0,2369000000.0,5643000000.0,5643000000.0,9099000000.0,0,9099000000.0,152000000,450000000.0,-1386000000.0,https://www.sec.gov/Archives/edgar/data/932787/000119312514084249/0001193125-14-084249-index.htm,https://www.sec.gov/Archives/edgar/data/932787/000119312514084249/d622882d20f.htm,STM
